d_within_lo,d_within_hi,d_between_lo,d_between_hi,d_total_lo,d_total_hi
-0.06811829821965608,-0.05664489765766593,-0.043164413945305596,-0.025914107584463837,-0.10413964756267663,-0.08874191944627872
