d_within,d_between,d_total
-0.07018674676487485,-0.026335858157587676,-0.09652260492246253
-0.05414131803627289,-0.036365785885131265,-0.09050710392140415
-0.061159094984035184,-0.034608455841432184,-0.09576755082546738
-0.06144321467791473,-0.03058042497203149,-0.09202363964994621
-0.05859167437565402,-0.031360703489287385,-0.0899523778649414
-0.06352797515356973,-0.03760062343747338,-0.1011285985910431
-0.06494483817524002,-0.029639849395372234,-0.09458468757061225
-0.057157350761199106,-0.04715065033707257,-0.10430800109827165
-0.06346494029300372,-0.025994056178431417,-0.08945899647143513
-0.06556863431166829,-0.030996429374800273,-0.09656506368646856
-0.058682159596805,-0.03751022221274675,-0.09619238180955175
-0.06208182960600435,-0.031324449425186696,-0.09340627903119103
-0.05406779193826614,-0.03847952741702198,-0.09254731935528811
-0.06128211513857936,-0.03310382556056728,-0.09438594069914663
-0.06109015030224578,-0.034933484400082364,-0.09602363470232814
-0.06276107124348018,-0.03817833450506401,-0.1009394057485442
-0.0680395366577281,-0.019805898355075888,-0.08784543501280401
-0.06598083016380907,-0.03463162839712504,-0.10061245856093412
-0.06257928658081724,-0.03432836859311947,-0.09690765517393671
-0.06428941032046026,-0.03050115522799237,-0.09479056554845262
-0.05869535296016529,-0.04142269073778237,-0.10011804369794766
-0.06273080546727194,-0.03894136295286105,-0.101672168420133
-0.06350472678796637,-0.03226985703166681,-0.09577458381963318
-0.05923454788170385,-0.03381205444484996,-0.09304660232655379
-0.059369141423178146,-0.037204585856858416,-0.09657372728003658
-0.05571303799583657,-0.04904309384890875,-0.10475613184474533
-0.06433467157856411,-0.038348179150951546,-0.10268285072951566
-0.06363122577855973,-0.030163482484719988,-0.09379470826327972
-0.05564705344847283,-0.04201252882801438,-0.09765958227648722
-0.05651288581425049,-0.03517980036212157,-0.09169268617637207
-0.059812903608259804,-0.030385341115927503,-0.0901982447241873
-0.057081464849578024,-0.035561921308820674,-0.0926433861583987
-0.06301245126204164,-0.029368673827908264,-0.09238112508994989
-0.061885446701121775,-0.03723424536803445,-0.09911969206915622
-0.06535760949419739,-0.027298395639455235,-0.09265600513365262
-0.059315416463056436,-0.03292233406687674,-0.09223775052993317
-0.06405448294876115,-0.04781682184080109,-0.11187130478956223
-0.0631060094791939,-0.03627415283254934,-0.09938016231174324
-0.06814109750815692,-0.02933536225559731,-0.09747645976375424
-0.05800199969288153,-0.03763559940490445,-0.09563759909778598
-0.060671570648552595,-0.035085000663020866,-0.09575657131157346
-0.07007262690605158,-0.0275832588042786,-0.09765588571033018
-0.05704036901920996,-0.034769003055689966,-0.09180937207489992
-0.06368447450163617,-0.03391456504033817,-0.09759903954197434
-0.0663043972177574,-0.024552546223779864,-0.09085694344153725
-0.06439053135044472,-0.030325419544146356,-0.09471595089459107
-0.06235806994200481,-0.03233823774665149,-0.0946963076886563
-0.058073513677908084,-0.03192995276642585,-0.09000346644433393
-0.058491477100817243,-0.02982577860352208,-0.08831725570433932
-0.0564216168746008,-0.040796294470857475,-0.09721791134545826
-0.06274652374814754,-0.0325338765859525,-0.09528040033410004
-0.06450883168426504,-0.024739177588431374,-0.08924800927269641
-0.057449942309347586,-0.03911598720447146,-0.09656592951381905
-0.06824552448725707,-0.02649182665964528,-0.09473735114690235
-0.06133589590076384,-0.03711870023050018,-0.09845459613126403
-0.06437614560711549,-0.028967916055261205,-0.09334406166237669
-0.058426625293487945,-0.031086531630555,-0.08951315692404295
-0.05769761163881741,-0.04234245908056228,-0.10004007071937968
-0.05935264526224232,-0.03525196185944736,-0.09460460712168968
-0.06371094517911481,-0.023863698329001936,-0.08757464350811674
-0.06514059121346404,-0.02843405656721559,-0.09357464778067963
-0.057964224915332006,-0.04752749888867227,-0.10549172380400429
-0.06350440132742252,-0.033437839461807985,-0.0969422407892305
-0.06683880405400155,-0.047929049732023,-0.11476785378602455
-0.06411916244095811,-0.036103925888109095,-0.1002230883290672
-0.06669796270863215,-0.03523575766621813,-0.1019337203748503
-0.06681136839719846,-0.029969723509831004,-0.09678109190702948
-0.06167776100889778,-0.0376829459043688,-0.09936070691326658
-0.05765864896563672,-0.04108000633276951,-0.09873865529840622
-0.06064433089052359,-0.03795372709481562,-0.09859805798533922
-0.06018851666607618,-0.03241852828281619,-0.09260704494889238
-0.062605712929923,-0.03498242010059519,-0.09758813303051819
-0.06126676405720161,-0.030520786081802566,-0.09178755013900419
-0.06208847327452854,-0.041034548885085814,-0.10312302215961434
-0.06202942311654723,-0.03314465109518776,-0.09517407421173499
-0.06311593255203529,-0.027963350097507157,-0.09107928264954247
-0.06415471162446415,-0.045014768602094746,-0.10916948022655891
-0.06286185745906028,-0.033915192504590685,-0.09677704996365097
-0.06685299498625266,-0.031237536045063602,-0.09809053103131625
-0.06673290516496147,-0.036045311373543366,-0.10277821653850483
-0.06449753878947692,-0.034833559796132264,-0.09933109858560918
-0.06753447942138807,-0.035250858653934694,-0.10278533807532277
-0.06278532612884308,-0.035763057868314026,-0.09854838399715711
-0.05748428640181236,-0.041380305752996074,-0.09886459215480843
-0.062260644341669356,-0.033637962509471875,-0.09589860685114124
-0.06265783917307839,-0.028781131846539906,-0.0914389710196183
-0.06058795720408631,-0.032883247369341034,-0.09347120457342734
-0.061380222462636344,-0.03282952919265414,-0.0942097516552905
-0.0611692736002191,-0.03759000327787171,-0.09875927687809082
-0.060605512104891235,-0.03821501417460282,-0.09882052627949406
-0.05770425594272938,-0.03600301015569678,-0.09370726609842614
-0.0639565463600888,-0.03001827210039762,-0.09397481846048641
-0.06401129073299022,-0.037097641101453055,-0.10110893183444329
-0.05965219966363392,-0.034069316836696756,-0.09372151650033067
-0.06438690208920315,-0.038721803393093834,-0.103108705482297
-0.060335632897592945,-0.032639857435863104,-0.09297549033345606
-0.06499823671086863,-0.026359190593856528,-0.09135742730472515
-0.06469981619600948,-0.040362543398641496,-0.10506235959465096
-0.057766413120318105,-0.02736289560462809,-0.0851293087249462
-0.060584249061173254,-0.04166523175688037,-0.1022494808180536
-0.057793902737357614,-0.03596824711558068,-0.09376214985293829
-0.06135956457127817,-0.03060507719262949,-0.09196464176390766
-0.06333278511090928,-0.03749472875806026,-0.10082751386896954
-0.06215019569796229,-0.03170946340228618,-0.09385965910024846
-0.057475685251807906,-0.02755947754818256,-0.08503516279999046
-0.057140690966811236,-0.03757399804321478,-0.09471468901002603
-0.06858786958048213,-0.024103823777906142,-0.09269169335838827
-0.06207050211991182,-0.03366235784238994,-0.09573285996230174
-0.06304778243430637,-0.03285386969235844,-0.0959016521266648
-0.06430552315377133,-0.030719295773956316,-0.09502481892772766
-0.059622769058510036,-0.0315708415813601,-0.09119361063987014
-0.06008097330992884,-0.03500207819196032,-0.09508305150188914
-0.059190034375983684,-0.03735384061897465,-0.09654387499495833
-0.05885061344018486,-0.043833337102755235,-0.10268395054294008
-0.06866976189955888,-0.03803234904990535,-0.10670211094946425
-0.06355162318338298,-0.04230974853355832,-0.10586137171694131
-0.06556186354871041,-0.026890919482848157,-0.09245278303155857
-0.05371162077870509,-0.035192550708526414,-0.08890417148723151
-0.0616537113275448,-0.03455288745693744,-0.09620659878448223
-0.0638103947074686,-0.0333433381079218,-0.0971537328153904
-0.05792438827981585,-0.02872561760601496,-0.08665000588583081
-0.06227428995408325,-0.0319976044166453,-0.09427189437072857
-0.060626107789795325,-0.04154534338100524,-0.10217145117080056
-0.06360073204448405,-0.028235503891749714,-0.09183623593623377
-0.061663888584452875,-0.03803154403681913,-0.09969543262127199
-0.06497523687997715,-0.035474732814741124,-0.10044996969471828
-0.05889215755861399,-0.03577774454059302,-0.09466990209920702
-0.05938924042539513,-0.03763180522995521,-0.09702104565535033
-0.06887788267609722,-0.027985489533010204,-0.09686337220910742
-0.05957058958600699,-0.032516091483200366,-0.09208668106920737
-0.057159447839430326,-0.04437968979439513,-0.10153913763382548
-0.05950684160417416,-0.03613963869378106,-0.09564648029795522
-0.05953097762058166,-0.03999213033987374,-0.09952310796045538
-0.06308035245158328,-0.03740361416195334,-0.10048396661353665
-0.054367704738807206,-0.03985314301209138,-0.09422084775089858
-0.06105900600170929,-0.03636433352711871,-0.09742333952882799
-0.06188944877628622,-0.03230824611190291,-0.09419769488818915
-0.06632963272597081,-0.029525569934917225,-0.09585520266088804
-0.060367373627460856,-0.032138023949679545,-0.09250539757714041
-0.05426027840441981,-0.0362362700662242,-0.090496548470644
-0.06643120230308272,-0.026439600119858846,-0.09287080242294159
-0.05947607136808919,-0.03186962855503236,-0.09134569992312154
-0.056713534942241864,-0.039833554072970866,-0.09654708901521272
-0.057207681995544525,-0.03717213056288213,-0.09437981255842666
-0.059631174467658365,-0.03277390498707505,-0.0924050794547334
-0.06486170034403192,-0.024741787686593568,-0.0896034880306255
-0.06426491623600086,-0.040223500655804725,-0.10448841689180559
-0.05920319858246319,-0.04206374071360948,-0.10126693929607267
-0.0607924001572794,-0.041879591465396264,-0.10267199162267568
-0.06310593682180293,-0.03445317500932683,-0.09755911183112975
-0.0628705292886932,-0.033842342625746466,-0.09671287191443965
-0.05996471618717443,-0.02931244506542682,-0.08927716125260127
-0.05923869013372064,-0.04036452578311518,-0.09960321591683582
-0.05946437299068385,-0.0322257262634754,-0.09169009925415925
-0.06815429943904633,-0.029049117087148083,-0.09720341652619442
-0.06103469481445174,-0.03589053506397638,-0.09692522987842814
-0.05658983686427232,-0.040693529278428585,-0.09728336614270092
-0.0652140614941385,-0.027754875978268582,-0.09296893747240707
-0.06143746027547329,-0.033419220970057936,-0.09485668124553123
-0.06396612196989401,-0.040559332001180906,-0.10452545397107493
-0.06884529817407659,-0.03257609969302404,-0.10142139786710062
-0.06365440941785994,-0.03672898636663566,-0.1003833957844956
-0.06486495909740267,-0.03516725883376356,-0.10003221793116623
-0.060609924180918956,-0.03590795112457811,-0.09651787530549708
-0.058722349854761026,-0.04400204962171879,-0.10272439947647984
-0.06306115697772115,-0.032097931613801575,-0.09515908859152272
-0.06238623255509345,-0.030638936985424813,-0.09302516954051827
-0.061509898989037116,-0.03960372835719251,-0.10111362734622963
-0.06787966951566451,-0.02802401388507283,-0.09590368340073734
-0.06544782497682874,-0.029565884087808657,-0.0950137090646374
-0.06230696233209493,-0.03478151464008576,-0.09708847697218069
-0.05563253330439263,-0.03199715271449709,-0.08762968601888971
-0.06130000643634633,-0.03819611768914031,-0.09949612412548664
-0.06573381805289191,-0.02913969121795316,-0.09487350927084508
-0.05541056470326355,-0.04313971910066399,-0.09855028380392755
-0.06332042286901818,-0.032513270010198075,-0.09583369287921625
-0.057700928550847845,-0.037128989757267375,-0.09482991830811523
-0.06444885658354449,-0.03214481415520609,-0.09659367073875058
-0.060757163966590706,-0.04188959308644248,-0.1026467570530332
-0.06513393193915867,-0.026505235344769305,-0.09163916728392799
-0.06087310007938475,-0.0373588501901609,-0.09823195026954566
-0.06639092435340233,-0.028017525671813426,-0.09440845002521575
-0.060892612359021714,-0.03497647349825759,-0.0958690858572793
-0.057504898571223595,-0.030203118434698993,-0.0877080170059226
-0.059487054949755064,-0.03967503838619857,-0.09916209333595363
-0.06136151207519617,-0.045123316299198774,-0.10648482837439494
-0.06107885960570688,-0.03826118555069665,-0.09934004515640352
-0.0634986010794503,-0.031008483773938063,-0.09450708485338834
-0.06270547772785426,-0.03776224400084273,-0.100467721728697
-0.06281120633334554,-0.03510599307703227,-0.09791719941037781
-0.05854494086303474,-0.034626951537900866,-0.0931718924009356
-0.07031172745071068,-0.032316263886506866,-0.10262799133721753
-0.06085886308760682,-0.03635296953730352,-0.09721183262491033
-0.06789822633289641,-0.03360480836428652,-0.10150303469718293
-0.06187692574255172,-0.03520714632307123,-0.097084072065622945
-0.06223454268663917,-0.03353043923571147,-0.09576498192235064
-0.06709664992617358,-0.03162007686604012,-0.09871672679221369
-0.06611587661831546,-0.02740425902945669,-0.09352013564777216
-0.05893453412723375,-0.03554406241677728,-0.09447859654401101
-0.06085218056293956,-0.03335803937942297,-0.09421021994236252
-0.060767787976360885,-0.04568527380909078,-0.10645306178545165
-0.05808518062800606,-0.041382511185310125,-0.09946769181331616
-0.06136123955734876,-0.03346966857337885,-0.09483090813072761
-0.059747205741286995,-0.036688890358244255,-0.09643609609953126
-0.054687501795055896,-0.034084421631265266,-0.08877192342632116
-0.059156490772151675,-0.04213866375077509,-0.10129515452292676
-0.06213975766853281,-0.028863161633615873,-0.0910029193021487
-0.060388448249193635,-0.03368447122128583,-0.09407291947047947
-0.06060603838113341,-0.03390568035456794,-0.09451171873570134
-0.059698176134510714,-0.03701824777799062,-0.09671642391250133
-0.06409161477892532,-0.02215484077861869,-0.08624645555754402
-0.0634616020207706,-0.038933759480356836,-0.10239536150112744
-0.06116559438078523,-0.04123859758066204,-0.10240419196144727
-0.05928302128026763,-0.030249007731015375,-0.08953202901128302
-0.06435567048019165,-0.03652695279629209,-0.10088262327648374
-0.06391569761537749,-0.02407664183824287,-0.08799233945362037
-0.06536696204923387,-0.03295068653709113,-0.09831764858632498
-0.06340473751688452,-0.03414041527221974,-0.09754515278910428
-0.05705108666794572,-0.04716389833683125,-0.10421498500477698
-0.06252325717404714,-0.028974712880715587,-0.09149797005476272
-0.06347467634815188,-0.0426598478702915,-0.10613452421844338
-0.05910227091702762,-0.03636167373479554,-0.09546394465182316
-0.06035969528631037,-0.030534701145843716,-0.09089439643215408
-0.06281280518761637,-0.02630140522304677,-0.08911421041066314
-0.05807065315000973,-0.03229760402205911,-0.09036825717206885
-0.05664647747389378,-0.036743479768942336,-0.09338995724283612
-0.06363798416052592,-0.035792166588002904,-0.09943015074852882
-0.069875506261052725,-0.030737463750286697,-0.10061297001133941
-0.06360029500401133,-0.03160079670456296,-0.09520109170857427
-0.05943495534523637,-0.031650780445193157,-0.09108573579042953
-0.06243415202979169,-0.032906115510629004,-0.09534026754042071
-0.06224831596355881,-0.033170461810649865,-0.09541877777420867
-0.0637294147348822,-0.03288398708016475,-0.09661340181504696
-0.062456238412143504,-0.04120861382488797,-0.10366485223703148
-0.06078622314510872,-0.038130374495990174,-0.0989165976410989
-0.06174245201652565,-0.03006564815172142,-0.09180810016824706
-0.05790761150608083,-0.03856696375723567,-0.0964745752633165
-0.06867718141822773,-0.029634212994555216,-0.09831139441278294
-0.06481485553664793,-0.034824840111920594,-0.09963969564856853
-0.06278986557204368,-0.03556042506328728,-0.09835029063533093
-0.06390504273224527,-0.0290002754913777,-0.09290531822362298
-0.05982482746917472,-0.03401424660300773,-0.09383907407218246
-0.06555676907253398,-0.03632682541366673,-0.10188359448620071
-0.05761113796280508,-0.033281050585443624,-0.0908921885482487
-0.058109178168093696,-0.03251775416025482,-0.09062693232834851
-0.057428343548398056,-0.04352359367044385,-0.10095193721884191
-0.06025403585379455,-0.027587293502503097,-0.08784132935629765
-0.061216963630068205,-0.04599808524197012,-0.10721504887203831
-0.06263696637351013,-0.033965538024772673,-0.09660250439828279
-0.059912990596397805,-0.037345328737223585,-0.09725831933362139
-0.059041241930739966,-0.03658524171744037,-0.09562648364818035
-0.05508737290697487,-0.036642847849367347,-0.09173022075634221
-0.06332769697600425,-0.030216533426757845,-0.09354423040276211
-0.0657988769135533,-0.034243583116347315,-0.10004246002990062
-0.05954566562309308,-0.034721763591982216,-0.09426742921507529
-0.06134183249603963,-0.031239752110070757,-0.09258158460611039
-0.05755186056524398,-0.037760421470606834,-0.09531228203585082
-0.05577076965746343,-0.03353318642940059,-0.089303956086864
-0.05883517620742397,-0.04681686603971689,-0.10565204224714086
-0.06628397685453208,-0.029057963535277537,-0.09534194038980962
-0.06312753671661185,-0.03378332038285673,-0.09691085709946859
-0.056688374374239237,-0.03358029224712753,-0.09026866662136677
-0.06543344905883519,-0.03778872071993411,-0.10322216977876932
-0.06443476653913639,-0.02426853258391726,-0.08870329912305366
-0.06377142286993787,-0.03489067672370205,-0.09866209959363992
-0.06371259801588088,-0.035327103523448505,-0.09903970153932937
-0.06493590998286548,-0.03135062628335547,-0.09628653626622095
-0.06143642856633892,-0.045596233153546994,-0.10703266171988592
-0.058487009815332364,-0.04480672608193047,-0.10329373589726282
-0.06106942584129166,-0.03890995804773382,-0.0999793838890255
-0.06308783588289765,-0.034386984271854826,-0.09747482015475246
-0.055296205768584156,-0.035462643781364725,-0.09075884954994888
-0.05994888213975703,-0.0346277334380409,-0.09457661557779795
-0.06145983356156202,-0.0309482503191971,-0.0924080838807591
-0.05876036849099497,-0.03734857086455792,-0.09610893935555288
-0.06851300065514093,-0.023226706864496946,-0.09173970751963789
-0.0684134545270964,-0.02273463694436078,-0.0911480914714572
-0.06264053950760519,-0.029805086346902255,-0.09244562585450744
-0.0609766633095618,-0.03792965418789687,-0.09890631749745868
-0.05973242949971459,-0.03610972543444523,-0.09584215493415983
-0.0615374877169015,-0.038330238913626566,-0.09986772663052806
-0.06387066929715075,-0.04006418228062268,-0.10393485157777345
-0.05701286827843186,-0.04579025889509554,-0.1028031271735274
-0.0643347207468683,-0.03277963407156456,-0.09711435481843286
-0.06316222982567288,-0.03364511025483202,-0.09680734008050489
-0.0651411007951532,-0.03396507512204882,-0.09910617591720203
-0.06727438434073388,-0.031028170913862355,-0.09830255525459622
-0.06319204099650624,-0.03419881762130711,-0.09739085861781335
-0.06268831816049726,-0.03561718181946806,-0.09830549997996532
-0.06029836509696039,-0.03948977742014198,-0.09978814251710237
-0.06406139740195448,-0.03013510154564118,-0.09419649894759564
